,algo,anormal_detect,anormal_size,component,gamma,machine,normal_detect,normal_size,nu,sensibilite,specificite,type
197,OSVM,255.0,348.0,2.0,0.001,fan_04,42.0,100.0,0.45834166666666665,0.7327586206896551,0.42,fan
198,OSVM,256.0,348.0,2.0,0.001,fan_04,42.0,100.0,0.4791708333333333,0.735632183908046,0.42,fan
199,OSVM,260.0,348.0,2.0,0.001,fan_04,42.0,100.0,0.5,0.7471264367816092,0.42,fan
200,OSVM,17.0,407.0,2.0,0.001,fan_00,99.0,100.0,0.0001,0.04176904176904177,0.99,fan
201,OSVM,28.0,407.0,2.0,0.001,fan_00,95.0,100.0,0.020929166666666665,0.0687960687960688,0.95,fan
202,OSVM,41.0,407.0,2.0,0.001,fan_00,93.0,100.0,0.041758333333333335,0.10073710073710074,0.93,fan
203,OSVM,60.0,407.0,2.0,0.001,fan_00,89.0,100.0,0.0625875,0.14742014742014742,0.89,fan
204,OSVM,70.0,407.0,2.0,0.001,fan_00,87.0,100.0,0.08341666666666667,0.171990171990172,0.87,fan
205,OSVM,78.0,407.0,2.0,0.001,fan_00,86.0,100.0,0.10424583333333333,0.19164619164619165,0.86,fan
206,OSVM,99.0,407.0,2.0,0.001,fan_00,79.0,100.0,0.125075,0.24324324324324326,0.79,fan
207,OSVM,112.0,407.0,2.0,0.001,fan_00,78.0,100.0,0.14590416666666664,0.2751842751842752,0.78,fan
208,OSVM,133.0,407.0,2.0,0.001,fan_00,75.0,100.0,0.16673333333333332,0.32678132678132676,0.75,fan
209,OSVM,145.0,407.0,2.0,0.001,fan_00,75.0,100.0,0.1875625,0.35626535626535627,0.75,fan
210,OSVM,159.0,407.0,2.0,0.001,fan_00,73.0,100.0,0.20839166666666664,0.3906633906633907,0.73,fan
211,OSVM,166.0,407.0,2.0,0.001,fan_00,70.0,100.0,0.22922083333333332,0.40786240786240785,0.7,fan
212,OSVM,171.0,407.0,2.0,0.001,fan_00,68.0,100.0,0.25005,0.4201474201474201,0.68,fan
213,OSVM,180.0,407.0,2.0,0.001,fan_00,66.0,100.0,0.27087916666666667,0.44226044226044225,0.66,fan
214,OSVM,190.0,407.0,2.0,0.001,fan_00,65.0,100.0,0.2917083333333333,0.4668304668304668,0.65,fan
215,OSVM,204.0,407.0,2.0,0.001,fan_00,62.0,100.0,0.31253749999999997,0.5012285012285013,0.62,fan
216,OSVM,212.0,407.0,2.0,0.001,fan_00,59.0,100.0,0.33336666666666664,0.5208845208845209,0.59,fan
217,OSVM,218.0,407.0,2.0,0.001,fan_00,59.0,100.0,0.3541958333333333,0.5356265356265356,0.59,fan
218,OSVM,233.0,407.0,2.0,0.001,fan_00,57.0,100.0,0.375025,0.5724815724815725,0.57,fan
219,OSVM,243.0,407.0,2.0,0.001,fan_00,51.0,100.0,0.3958541666666666,0.597051597051597,0.51,fan
220,OSVM,247.0,407.0,2.0,0.001,fan_00,48.0,100.0,0.4166833333333333,0.6068796068796068,0.48,fan
221,OSVM,252.0,407.0,2.0,0.001,fan_00,48.0,100.0,0.43751249999999997,0.6191646191646192,0.48,fan
222,OSVM,256.0,407.0,2.0,0.001,fan_00,48.0,100.0,0.45834166666666665,0.628992628992629,0.48,fan
223,OSVM,271.0,407.0,2.0,0.001,fan_00,47.0,100.0,0.4791708333333333,0.6658476658476659,0.47,fan
224,OSVM,277.0,407.0,2.0,0.001,fan_00,46.0,100.0,0.5,0.6805896805896806,0.46,fan
225,OSVM,245.0,359.0,2.0,0.001,fan_02,96.0,100.0,0.0001,0.6824512534818942,0.96,fan
226,OSVM,258.0,359.0,2.0,0.001,fan_02,94.0,100.0,0.020929166666666665,0.7186629526462396,0.94,fan
227,OSVM,275.0,359.0,2.0,0.001,fan_02,91.0,100.0,0.041758333333333335,0.766016713091922,0.91,fan
228,OSVM,282.0,359.0,2.0,0.001,fan_02,90.0,100.0,0.0625875,0.7855153203342619,0.9,fan
229,OSVM,295.0,359.0,2.0,0.001,fan_02,89.0,100.0,0.08341666666666667,0.8217270194986073,0.89,fan
230,OSVM,297.0,359.0,2.0,0.001,fan_02,87.0,100.0,0.10424583333333333,0.8272980501392758,0.87,fan
231,OSVM,308.0,359.0,2.0,0.001,fan_02,82.0,100.0,0.125075,0.8579387186629527,0.82,fan
232,OSVM,314.0,359.0,2.0,0.001,fan_02,81.0,100.0,0.14590416666666664,0.8746518105849582,0.81,fan
233,OSVM,319.0,359.0,2.0,0.001,fan_02,79.0,100.0,0.16673333333333332,0.8885793871866295,0.79,fan
234,OSVM,328.0,359.0,2.0,0.001,fan_02,76.0,100.0,0.1875625,0.9136490250696379,0.76,fan
235,OSVM,334.0,359.0,2.0,0.001,fan_02,74.0,100.0,0.20839166666666664,0.9303621169916435,0.74,fan
236,OSVM,337.0,359.0,2.0,0.001,fan_02,73.0,100.0,0.22922083333333332,0.9387186629526463,0.73,fan
237,OSVM,342.0,359.0,2.0,0.001,fan_02,65.0,100.0,0.25005,0.9526462395543176,0.65,fan
238,OSVM,345.0,359.0,2.0,0.001,fan_02,62.0,100.0,0.27087916666666667,0.9610027855153204,0.62,fan
239,OSVM,346.0,359.0,2.0,0.001,fan_02,60.0,100.0,0.2917083333333333,0.9637883008356546,0.6,fan
240,OSVM,348.0,359.0,2.0,0.001,fan_02,59.0,100.0,0.31253749999999997,0.9693593314763231,0.59,fan
241,OSVM,349.0,359.0,2.0,0.001,fan_02,56.0,100.0,0.33336666666666664,0.9721448467966574,0.56,fan
242,OSVM,350.0,359.0,2.0,0.001,fan_02,54.0,100.0,0.3541958333333333,0.9749303621169917,0.54,fan
243,OSVM,351.0,359.0,2.0,0.001,fan_02,49.0,100.0,0.375025,0.9777158774373259,0.49,fan
244,OSVM,351.0,359.0,2.0,0.001,fan_02,46.0,100.0,0.3958541666666666,0.9777158774373259,0.46,fan
245,OSVM,352.0,359.0,2.0,0.001,fan_02,44.0,100.0,0.4166833333333333,0.9805013927576601,0.44,fan
246,OSVM,353.0,359.0,2.0,0.001,fan_02,42.0,100.0,0.43751249999999997,0.9832869080779945,0.42,fan
247,OSVM,353.0,359.0,2.0,0.001,fan_02,39.0,100.0,0.45834166666666665,0.9832869080779945,0.39,fan
248,OSVM,353.0,359.0,2.0,0.001,fan_02,35.0,100.0,0.4791708333333333,0.9832869080779945,0.35,fan
249,OSVM,353.0,359.0,2.0,0.001,fan_02,33.0,100.0,0.5,0.9832869080779945,0.33,fan
250,OSVM,262.0,361.0,2.0,0.001,fan_06,99.0,100.0,0.0001,0.7257617728531855,0.99,fan
251,OSVM,273.0,361.0,2.0,0.001,fan_06,94.0,100.0,0.020929166666666665,0.7562326869806094,0.94,fan
252,OSVM,284.0,361.0,2.0,0.001,fan_06,89.0,100.0,0.041758333333333335,0.7867036011080333,0.89,fan
253,OSVM,296.0,361.0,2.0,0.001,fan_06,88.0,100.0,0.0625875,0.8199445983379502,0.88,fan
254,OSVM,301.0,361.0,2.0,0.001,fan_06,88.0,100.0,0.08341666666666667,0.8337950138504155,0.88,fan
255,OSVM,305.0,361.0,2.0,0.001,fan_06,87.0,100.0,0.10424583333333333,0.8448753462603878,0.87,fan
256,OSVM,309.0,361.0,2.0,0.001,fan_06,85.0,100.0,0.125075,0.8559556786703602,0.85,fan
257,OSVM,313.0,361.0,2.0,0.001,fan_06,79.0,100.0,0.14590416666666664,0.8670360110803325,0.79,fan
258,OSVM,313.0,361.0,2.0,0.001,fan_06,77.0,100.0,0.16673333333333332,0.8670360110803325,0.77,fan
259,OSVM,315.0,361.0,2.0,0.001,fan_06,76.0,100.0,0.1875625,0.8725761772853186,0.76,fan
260,OSVM,317.0,361.0,2.0,0.001,fan_06,73.0,100.0,0.20839166666666664,0.8781163434903048,0.73,fan
261,OSVM,321.0,361.0,2.0,0.001,fan_06,71.0,100.0,0.22922083333333332,0.889196675900277,0.71,fan
262,OSVM,324.0,361.0,2.0,0.001,fan_06,67.0,100.0,0.25005,0.8975069252077562,0.67,fan
263,OSVM,327.0,361.0,2.0,0.001,fan_06,65.0,100.0,0.27087916666666667,0.9058171745152355,0.65,fan
264,OSVM,327.0,361.0,2.0,0.001,fan_06,62.0,100.0,0.2917083333333333,0.9058171745152355,0.62,fan
265,OSVM,328.0,361.0,2.0,0.001,fan_06,62.0,100.0,0.31253749999999997,0.9085872576177285,0.62,fan
266,OSVM,329.0,361.0,2.0,0.001,fan_06,61.0,100.0,0.33336666666666664,0.9113573407202216,0.61,fan
267,OSVM,333.0,361.0,2.0,0.001,fan_06,59.0,100.0,0.3541958333333333,0.9224376731301939,0.59,fan
268,OSVM,337.0,361.0,2.0,0.001,fan_06,56.0,100.0,0.375025,0.9335180055401662,0.56,fan
269,OSVM,337.0,361.0,2.0,0.001,fan_06,54.0,100.0,0.3958541666666666,0.9335180055401662,0.54,fan
270,OSVM,340.0,361.0,2.0,0.001,fan_06,51.0,100.0,0.4166833333333333,0.9418282548476454,0.51,fan
271,OSVM,342.0,361.0,2.0,0.001,fan_06,48.0,100.0,0.43751249999999997,0.9473684210526315,0.48,fan
272,OSVM,343.0,361.0,2.0,0.001,fan_06,48.0,100.0,0.45834166666666665,0.9501385041551247,0.48,fan
273,OSVM,344.0,361.0,2.0,0.001,fan_06,48.0,100.0,0.4791708333333333,0.9529085872576177,0.48,fan
274,OSVM,344.0,361.0,2.0,0.001,fan_06,46.0,100.0,0.5,0.9529085872576177,0.46,fan
275,OSVM,120.0,120.0,2.0,0.001,valve_04,98.0,100.0,0.0001,1.0,0.98,valve
276,OSVM,120.0,120.0,2.0,0.001,valve_04,98.0,100.0,0.020929166666666665,1.0,0.98,valve
277,OSVM,120.0,120.0,2.0,0.001,valve_04,97.0,100.0,0.041758333333333335,1.0,0.97,valve
278,OSVM,120.0,120.0,2.0,0.001,valve_04,94.0,100.0,0.0625875,1.0,0.94,valve
279,OSVM,120.0,120.0,2.0,0.001,valve_04,91.0,100.0,0.08341666666666667,1.0,0.91,valve
280,OSVM,120.0,120.0,2.0,0.001,valve_04,90.0,100.0,0.10424583333333333,1.0,0.9,valve
281,OSVM,120.0,120.0,2.0,0.001,valve_04,84.0,100.0,0.125075,1.0,0.84,valve
282,OSVM,120.0,120.0,2.0,0.001,valve_04,80.0,100.0,0.14590416666666664,1.0,0.8,valve
283,OSVM,120.0,120.0,2.0,0.001,valve_04,78.0,100.0,0.16673333333333332,1.0,0.78,valve
284,OSVM,120.0,120.0,2.0,0.001,valve_04,77.0,100.0,0.1875625,1.0,0.77,valve
285,OSVM,120.0,120.0,2.0,0.001,valve_04,74.0,100.0,0.20839166666666664,1.0,0.74,valve
286,OSVM,120.0,120.0,2.0,0.001,valve_04,72.0,100.0,0.22922083333333332,1.0,0.72,valve
287,OSVM,120.0,120.0,2.0,0.001,valve_04,66.0,100.0,0.25005,1.0,0.66,valve
288,OSVM,120.0,120.0,2.0,0.001,valve_04,60.0,100.0,0.27087916666666667,1.0,0.6,valve
289,OSVM,120.0,120.0,2.0,0.001,valve_04,59.0,100.0,0.2917083333333333,1.0,0.59,valve
290,OSVM,120.0,120.0,2.0,0.001,valve_04,59.0,100.0,0.31253749999999997,1.0,0.59,valve
291,OSVM,120.0,120.0,2.0,0.001,valve_04,58.0,100.0,0.33336666666666664,1.0,0.58,valve
292,OSVM,120.0,120.0,2.0,0.001,valve_04,56.0,100.0,0.3541958333333333,1.0,0.56,valve
293,OSVM,120.0,120.0,2.0,0.001,valve_04,56.0,100.0,0.375025,1.0,0.56,valve
294,OSVM,120.0,120.0,2.0,0.001,valve_04,56.0,100.0,0.3958541666666666,1.0,0.56,valve
295,OSVM,120.0,120.0,2.0,0.001,valve_04,56.0,100.0,0.4166833333333333,1.0,0.56,valve
296,OSVM,120.0,120.0,2.0,0.001,valve_04,54.0,100.0,0.43751249999999997,1.0,0.54,valve
297,OSVM,120.0,120.0,2.0,0.001,valve_04,52.0,100.0,0.45834166666666665,1.0,0.52,valve
298,OSVM,120.0,120.0,2.0,0.001,valve_04,50.0,100.0,0.4791708333333333,1.0,0.5,valve
299,OSVM,120.0,120.0,2.0,0.001,valve_04,49.0,100.0,0.5,1.0,0.49,valve
300,OSVM,119.0,119.0,2.0,0.001,valve_00,99.0,100.0,0.0001,1.0,0.99,valve
301,OSVM,119.0,119.0,2.0,0.001,valve_00,95.0,100.0,0.020929166666666665,1.0,0.95,valve
302,OSVM,119.0,119.0,2.0,0.001,valve_00,92.0,100.0,0.041758333333333335,1.0,0.92,valve
303,OSVM,119.0,119.0,2.0,0.001,valve_00,90.0,100.0,0.0625875,1.0,0.9,valve
304,OSVM,119.0,119.0,2.0,0.001,valve_00,89.0,100.0,0.08341666666666667,1.0,0.89,valve
305,OSVM,119.0,119.0,2.0,0.001,valve_00,87.0,100.0,0.10424583333333333,1.0,0.87,valve
306,OSVM,119.0,119.0,2.0,0.001,valve_00,87.0,100.0,0.125075,1.0,0.87,valve
307,OSVM,119.0,119.0,2.0,0.001,valve_00,81.0,100.0,0.14590416666666664,1.0,0.81,valve
308,OSVM,119.0,119.0,2.0,0.001,valve_00,78.0,100.0,0.16673333333333332,1.0,0.78,valve
309,OSVM,119.0,119.0,2.0,0.001,valve_00,75.0,100.0,0.1875625,1.0,0.75,valve
310,OSVM,119.0,119.0,2.0,0.001,valve_00,73.0,100.0,0.20839166666666664,1.0,0.73,valve
311,OSVM,119.0,119.0,2.0,0.001,valve_00,72.0,100.0,0.22922083333333332,1.0,0.72,valve
312,OSVM,119.0,119.0,2.0,0.001,valve_00,71.0,100.0,0.25005,1.0,0.71,valve
313,OSVM,119.0,119.0,2.0,0.001,valve_00,64.0,100.0,0.27087916666666667,1.0,0.64,valve
314,OSVM,119.0,119.0,2.0,0.001,valve_00,63.0,100.0,0.2917083333333333,1.0,0.63,valve
315,OSVM,119.0,119.0,2.0,0.001,valve_00,59.0,100.0,0.31253749999999997,1.0,0.59,valve
316,OSVM,119.0,119.0,2.0,0.001,valve_00,57.0,100.0,0.33336666666666664,1.0,0.57,valve
317,OSVM,119.0,119.0,2.0,0.001,valve_00,55.0,100.0,0.3541958333333333,1.0,0.55,valve
318,OSVM,119.0,119.0,2.0,0.001,valve_00,53.0,100.0,0.375025,1.0,0.53,valve
319,OSVM,119.0,119.0,2.0,0.001,valve_00,51.0,100.0,0.3958541666666666,1.0,0.51,valve
320,OSVM,119.0,119.0,2.0,0.001,valve_00,48.0,100.0,0.4166833333333333,1.0,0.48,valve
321,OSVM,119.0,119.0,2.0,0.001,valve_00,47.0,100.0,0.43751249999999997,1.0,0.47,valve
322,OSVM,119.0,119.0,2.0,0.001,valve_00,44.0,100.0,0.45834166666666665,1.0,0.44,valve
323,OSVM,119.0,119.0,2.0,0.001,valve_00,43.0,100.0,0.4791708333333333,1.0,0.43,valve
324,OSVM,119.0,119.0,2.0,0.001,valve_00,43.0,100.0,0.5,1.0,0.43,valve
325,OSVM,119.0,120.0,2.0,0.001,valve_02,95.0,100.0,0.0001,0.9916666666666667,0.95,valve
326,OSVM,119.0,120.0,2.0,0.001,valve_02,87.0,100.0,0.020929166666666665,0.9916666666666667,0.87,valve
327,OSVM,120.0,120.0,2.0,0.001,valve_02,82.0,100.0,0.041758333333333335,1.0,0.82,valve
328,OSVM,120.0,120.0,2.0,0.001,valve_02,77.0,100.0,0.0625875,1.0,0.77,valve
329,OSVM,120.0,120.0,2.0,0.001,valve_02,76.0,100.0,0.08341666666666667,1.0,0.76,valve
330,OSVM,120.0,120.0,2.0,0.001,valve_02,74.0,100.0,0.10424583333333333,1.0,0.74,valve
331,OSVM,120.0,120.0,2.0,0.001,valve_02,70.0,100.0,0.125075,1.0,0.7,valve
332,OSVM,120.0,120.0,2.0,0.001,valve_02,69.0,100.0,0.14590416666666664,1.0,0.69,valve
333,OSVM,120.0,120.0,2.0,0.001,valve_02,64.0,100.0,0.16673333333333332,1.0,0.64,valve
334,OSVM,120.0,120.0,2.0,0.001,valve_02,64.0,100.0,0.1875625,1.0,0.64,valve
335,OSVM,120.0,120.0,2.0,0.001,valve_02,58.0,100.0,0.20839166666666664,1.0,0.58,valve
336,OSVM,120.0,120.0,2.0,0.001,valve_02,55.0,100.0,0.22922083333333332,1.0,0.55,valve
337,OSVM,120.0,120.0,2.0,0.001,valve_02,53.0,100.0,0.25005,1.0,0.53,valve
338,OSVM,120.0,120.0,2.0,0.001,valve_02,50.0,100.0,0.27087916666666667,1.0,0.5,valve
339,OSVM,120.0,120.0,2.0,0.001,valve_02,47.0,100.0,0.2917083333333333,1.0,0.47,valve
340,OSVM,120.0,120.0,2.0,0.001,valve_02,44.0,100.0,0.31253749999999997,1.0,0.44,valve
341,OSVM,120.0,120.0,2.0,0.001,valve_02,43.0,100.0,0.33336666666666664,1.0,0.43,valve
342,OSVM,120.0,120.0,2.0,0.001,valve_02,41.0,100.0,0.3541958333333333,1.0,0.41,valve
343,OSVM,120.0,120.0,2.0,0.001,valve_02,40.0,100.0,0.375025,1.0,0.4,valve
344,OSVM,120.0,120.0,2.0,0.001,valve_02,39.0,100.0,0.3958541666666666,1.0,0.39,valve
345,OSVM,120.0,120.0,2.0,0.001,valve_02,38.0,100.0,0.4166833333333333,1.0,0.38,valve
346,OSVM,120.0,120.0,2.0,0.001,valve_02,36.0,100.0,0.43751249999999997,1.0,0.36,valve
347,OSVM,120.0,120.0,2.0,0.001,valve_02,34.0,100.0,0.45834166666666665,1.0,0.34,valve
348,OSVM,120.0,120.0,2.0,0.001,valve_02,33.0,100.0,0.4791708333333333,1.0,0.33,valve
349,OSVM,120.0,120.0,2.0,0.001,valve_02,29.0,100.0,0.5,1.0,0.29,valve
350,OSVM,105.0,120.0,2.0,0.001,valve_06,99.0,100.0,0.0001,0.875,0.99,valve
351,OSVM,115.0,120.0,2.0,0.001,valve_06,96.0,100.0,0.020929166666666665,0.9583333333333334,0.96,valve
352,OSVM,116.0,120.0,2.0,0.001,valve_06,93.0,100.0,0.041758333333333335,0.9666666666666667,0.93,valve
353,OSVM,118.0,120.0,2.0,0.001,valve_06,90.0,100.0,0.0625875,0.9833333333333333,0.9,valve
354,OSVM,119.0,120.0,2.0,0.001,valve_06,83.0,100.0,0.08341666666666667,0.9916666666666667,0.83,valve
355,OSVM,120.0,120.0,2.0,0.001,valve_06,74.0,100.0,0.10424583333333333,1.0,0.74,valve
356,OSVM,120.0,120.0,2.0,0.001,valve_06,71.0,100.0,0.125075,1.0,0.71,valve
357,OSVM,120.0,120.0,2.0,0.001,valve_06,69.0,100.0,0.14590416666666664,1.0,0.69,valve
358,OSVM,120.0,120.0,2.0,0.001,valve_06,65.0,100.0,0.16673333333333332,1.0,0.65,valve
359,OSVM,120.0,120.0,2.0,0.001,valve_06,64.0,100.0,0.1875625,1.0,0.64,valve
360,OSVM,120.0,120.0,2.0,0.001,valve_06,63.0,100.0,0.20839166666666664,1.0,0.63,valve
361,OSVM,120.0,120.0,2.0,0.001,valve_06,60.0,100.0,0.22922083333333332,1.0,0.6,valve
362,OSVM,120.0,120.0,2.0,0.001,valve_06,58.0,100.0,0.25005,1.0,0.58,valve
363,OSVM,120.0,120.0,2.0,0.001,valve_06,56.0,100.0,0.27087916666666667,1.0,0.56,valve
364,OSVM,120.0,120.0,2.0,0.001,valve_06,56.0,100.0,0.2917083333333333,1.0,0.56,valve
365,OSVM,120.0,120.0,2.0,0.001,valve_06,55.0,100.0,0.31253749999999997,1.0,0.55,valve
366,OSVM,120.0,120.0,2.0,0.001,valve_06,54.0,100.0,0.33336666666666664,1.0,0.54,valve
367,OSVM,120.0,120.0,2.0,0.001,valve_06,53.0,100.0,0.3541958333333333,1.0,0.53,valve
368,OSVM,120.0,120.0,2.0,0.001,valve_06,49.0,100.0,0.375025,1.0,0.49,valve
369,OSVM,120.0,120.0,2.0,0.001,valve_06,49.0,100.0,0.3958541666666666,1.0,0.49,valve
370,OSVM,120.0,120.0,2.0,0.001,valve_06,46.0,100.0,0.4166833333333333,1.0,0.46,valve
371,OSVM,120.0,120.0,2.0,0.001,valve_06,44.0,100.0,0.43751249999999997,1.0,0.44,valve
372,OSVM,120.0,120.0,2.0,0.001,valve_06,44.0,100.0,0.45834166666666665,1.0,0.44,valve
373,OSVM,120.0,120.0,2.0,0.001,valve_06,44.0,100.0,0.4791708333333333,1.0,0.44,valve
374,OSVM,120.0,120.0,2.0,0.001,valve_06,44.0,100.0,0.5,1.0,0.44,valve
375,OSVM,91.0,100.0,2.0,0.001,pump_04,94.0,100.0,0.0001,0.91,0.94,pump
376,OSVM,91.0,100.0,2.0,0.001,pump_04,94.0,100.0,0.020929166666666665,0.91,0.94,pump
377,OSVM,91.0,100.0,2.0,0.001,pump_04,92.0,100.0,0.041758333333333335,0.91,0.92,pump
378,OSVM,91.0,100.0,2.0,0.001,pump_04,87.0,100.0,0.0625875,0.91,0.87,pump
379,OSVM,91.0,100.0,2.0,0.001,pump_04,84.0,100.0,0.08341666666666667,0.91,0.84,pump
380,OSVM,91.0,100.0,2.0,0.001,pump_04,81.0,100.0,0.10424583333333333,0.91,0.81,pump
381,OSVM,91.0,100.0,2.0,0.001,pump_04,81.0,100.0,0.125075,0.91,0.81,pump
382,OSVM,92.0,100.0,2.0,0.001,pump_04,79.0,100.0,0.14590416666666664,0.92,0.79,pump
383,OSVM,93.0,100.0,2.0,0.001,pump_04,77.0,100.0,0.16673333333333332,0.93,0.77,pump
384,OSVM,93.0,100.0,2.0,0.001,pump_04,75.0,100.0,0.1875625,0.93,0.75,pump
385,OSVM,93.0,100.0,2.0,0.001,pump_04,71.0,100.0,0.20839166666666664,0.93,0.71,pump
386,OSVM,93.0,100.0,2.0,0.001,pump_04,67.0,100.0,0.22922083333333332,0.93,0.67,pump
387,OSVM,93.0,100.0,2.0,0.001,pump_04,66.0,100.0,0.25005,0.93,0.66,pump
388,OSVM,93.0,100.0,2.0,0.001,pump_04,66.0,100.0,0.27087916666666667,0.93,0.66,pump
389,OSVM,93.0,100.0,2.0,0.001,pump_04,64.0,100.0,0.2917083333333333,0.93,0.64,pump
390,OSVM,94.0,100.0,2.0,0.001,pump_04,63.0,100.0,0.31253749999999997,0.94,0.63,pump
391,OSVM,94.0,100.0,2.0,0.001,pump_04,63.0,100.0,0.33336666666666664,0.94,0.63,pump
392,OSVM,94.0,100.0,2.0,0.001,pump_04,60.0,100.0,0.3541958333333333,0.94,0.6,pump
393,OSVM,95.0,100.0,2.0,0.001,pump_04,59.0,100.0,0.375025,0.95,0.59,pump
394,OSVM,95.0,100.0,2.0,0.001,pump_04,57.0,100.0,0.3958541666666666,0.95,0.57,pump
395,OSVM,96.0,100.0,2.0,0.001,pump_04,53.0,100.0,0.4166833333333333,0.96,0.53,pump
396,OSVM,97.0,100.0,2.0,0.001,pump_04,51.0,100.0,0.43751249999999997,0.97,0.51,pump
397,OSVM,97.0,100.0,2.0,0.001,pump_04,47.0,100.0,0.45834166666666665,0.97,0.47,pump
398,OSVM,98.0,100.0,2.0,0.001,pump_04,45.0,100.0,0.4791708333333333,0.98,0.45,pump
399,OSVM,98.0,100.0,2.0,0.001,pump_04,42.0,100.0,0.5,0.98,0.42,pump
400,OSVM,98.0,143.0,2.0,0.001,pump_00,86.0,100.0,0.0001,0.6853146853146853,0.86,pump
401,OSVM,110.0,143.0,2.0,0.001,pump_00,80.0,100.0,0.020929166666666665,0.7692307692307693,0.8,pump
402,OSVM,116.0,143.0,2.0,0.001,pump_00,71.0,100.0,0.041758333333333335,0.8111888111888111,0.71,pump
403,OSVM,120.0,143.0,2.0,0.001,pump_00,64.0,100.0,0.0625875,0.8391608391608392,0.64,pump
404,OSVM,126.0,143.0,2.0,0.001,pump_00,60.0,100.0,0.08341666666666667,0.8811188811188811,0.6,pump
405,OSVM,127.0,143.0,2.0,0.001,pump_00,58.0,100.0,0.10424583333333333,0.8881118881118881,0.58,pump
406,OSVM,129.0,143.0,2.0,0.001,pump_00,54.0,100.0,0.125075,0.9020979020979021,0.54,pump
407,OSVM,129.0,143.0,2.0,0.001,pump_00,54.0,100.0,0.14590416666666664,0.9020979020979021,0.54,pump
408,OSVM,132.0,143.0,2.0,0.001,pump_00,54.0,100.0,0.16673333333333332,0.9230769230769231,0.54,pump
409,OSVM,132.0,143.0,2.0,0.001,pump_00,52.0,100.0,0.1875625,0.9230769230769231,0.52,pump
410,OSVM,133.0,143.0,2.0,0.001,pump_00,49.0,100.0,0.20839166666666664,0.9300699300699301,0.49,pump
411,OSVM,133.0,143.0,2.0,0.001,pump_00,46.0,100.0,0.22922083333333332,0.9300699300699301,0.46,pump
412,OSVM,134.0,143.0,2.0,0.001,pump_00,42.0,100.0,0.25005,0.9370629370629371,0.42,pump
413,OSVM,134.0,143.0,2.0,0.001,pump_00,41.0,100.0,0.27087916666666667,0.9370629370629371,0.41,pump
414,OSVM,135.0,143.0,2.0,0.001,pump_00,37.0,100.0,0.2917083333333333,0.9440559440559441,0.37,pump
415,OSVM,136.0,143.0,2.0,0.001,pump_00,36.0,100.0,0.31253749999999997,0.951048951048951,0.36,pump
416,OSVM,136.0,143.0,2.0,0.001,pump_00,36.0,100.0,0.33336666666666664,0.951048951048951,0.36,pump
417,OSVM,136.0,143.0,2.0,0.001,pump_00,30.0,100.0,0.3541958333333333,0.951048951048951,0.3,pump
418,OSVM,136.0,143.0,2.0,0.001,pump_00,29.0,100.0,0.375025,0.951048951048951,0.29,pump
419,OSVM,137.0,143.0,2.0,0.001,pump_00,29.0,100.0,0.3958541666666666,0.958041958041958,0.29,pump
420,OSVM,137.0,143.0,2.0,0.001,pump_00,28.0,100.0,0.4166833333333333,0.958041958041958,0.28,pump
421,OSVM,138.0,143.0,2.0,0.001,pump_00,24.0,100.0,0.43751249999999997,0.965034965034965,0.24,pump
422,OSVM,138.0,143.0,2.0,0.001,pump_00,23.0,100.0,0.45834166666666665,0.965034965034965,0.23,pump
423,OSVM,138.0,143.0,2.0,0.001,pump_00,20.0,100.0,0.4791708333333333,0.965034965034965,0.2,pump
424,OSVM,139.0,143.0,2.0,0.001,pump_00,19.0,100.0,0.5,0.972027972027972,0.19,pump
425,OSVM,33.0,111.0,2.0,0.001,pump_02,94.0,100.0,0.0001,0.2972972972972973,0.94,pump
426,OSVM,44.0,111.0,2.0,0.001,pump_02,86.0,100.0,0.020929166666666665,0.3963963963963964,0.86,pump
427,OSVM,54.0,111.0,2.0,0.001,pump_02,74.0,100.0,0.041758333333333335,0.4864864864864865,0.74,pump
428,OSVM,64.0,111.0,2.0,0.001,pump_02,61.0,100.0,0.0625875,0.5765765765765766,0.61,pump
429,OSVM,70.0,111.0,2.0,0.001,pump_02,58.0,100.0,0.08341666666666667,0.6306306306306306,0.58,pump
430,OSVM,73.0,111.0,2.0,0.001,pump_02,55.0,100.0,0.10424583333333333,0.6576576576576577,0.55,pump
431,OSVM,76.0,111.0,2.0,0.001,pump_02,54.0,100.0,0.125075,0.6846846846846847,0.54,pump
432,OSVM,77.0,111.0,2.0,0.001,pump_02,52.0,100.0,0.14590416666666664,0.6936936936936937,0.52,pump
433,OSVM,79.0,111.0,2.0,0.001,pump_02,47.0,100.0,0.16673333333333332,0.7117117117117117,0.47,pump
434,OSVM,80.0,111.0,2.0,0.001,pump_02,47.0,100.0,0.1875625,0.7207207207207207,0.47,pump
435,OSVM,81.0,111.0,2.0,0.001,pump_02,45.0,100.0,0.20839166666666664,0.7297297297297297,0.45,pump
436,OSVM,82.0,111.0,2.0,0.001,pump_02,44.0,100.0,0.22922083333333332,0.7387387387387387,0.44,pump
437,OSVM,82.0,111.0,2.0,0.001,pump_02,38.0,100.0,0.25005,0.7387387387387387,0.38,pump
438,OSVM,83.0,111.0,2.0,0.001,pump_02,34.0,100.0,0.27087916666666667,0.7477477477477478,0.34,pump
439,OSVM,84.0,111.0,2.0,0.001,pump_02,34.0,100.0,0.2917083333333333,0.7567567567567568,0.34,pump
