,algo,anormal_detect,anormal_size,component,gamma,machine,normal_detect,normal_size,nu,sensibilite,specificite,type
176,OSVM,89.0,348.0,2.0,0.001,fan_04,90.0,100.0,0.020929166666666665,0.2557471264367816,0.9,fan
177,OSVM,114.0,348.0,2.0,0.001,fan_04,89.0,100.0,0.041758333333333335,0.3275862068965517,0.89,fan
178,OSVM,131.0,348.0,2.0,0.001,fan_04,88.0,100.0,0.0625875,0.3764367816091954,0.88,fan
179,OSVM,143.0,348.0,2.0,0.001,fan_04,85.0,100.0,0.08341666666666667,0.4109195402298851,0.85,fan
180,OSVM,157.0,348.0,2.0,0.001,fan_04,83.0,100.0,0.10424583333333333,0.4511494252873563,0.83,fan
181,OSVM,169.0,348.0,2.0,0.001,fan_04,82.0,100.0,0.125075,0.48563218390804597,0.82,fan
182,OSVM,178.0,348.0,2.0,0.001,fan_04,81.0,100.0,0.14590416666666664,0.5114942528735632,0.81,fan
183,OSVM,186.0,348.0,2.0,0.001,fan_04,78.0,100.0,0.16673333333333332,0.5344827586206896,0.78,fan
184,OSVM,192.0,348.0,2.0,0.001,fan_04,75.0,100.0,0.1875625,0.5517241379310345,0.75,fan
185,OSVM,199.0,348.0,2.0,0.001,fan_04,71.0,100.0,0.20839166666666664,0.5718390804597702,0.71,fan
186,OSVM,204.0,348.0,2.0,0.001,fan_04,70.0,100.0,0.22922083333333332,0.5862068965517241,0.7,fan
187,OSVM,208.0,348.0,2.0,0.001,fan_04,67.0,100.0,0.25005,0.5977011494252874,0.67,fan
188,OSVM,212.0,348.0,2.0,0.001,fan_04,66.0,100.0,0.27087916666666667,0.6091954022988506,0.66,fan
189,OSVM,218.0,348.0,2.0,0.001,fan_04,65.0,100.0,0.2917083333333333,0.6264367816091954,0.65,fan
190,OSVM,223.0,348.0,2.0,0.001,fan_04,61.0,100.0,0.31253749999999997,0.6408045977011494,0.61,fan
191,OSVM,229.0,348.0,2.0,0.001,fan_04,59.0,100.0,0.33336666666666664,0.6580459770114943,0.59,fan
192,OSVM,234.0,348.0,2.0,0.001,fan_04,55.0,100.0,0.3541958333333333,0.6724137931034483,0.55,fan
193,OSVM,236.0,348.0,2.0,0.001,fan_04,53.0,100.0,0.375025,0.6781609195402298,0.53,fan
194,OSVM,246.0,348.0,2.0,0.001,fan_04,50.0,100.0,0.3958541666666666,0.7068965517241379,0.5,fan
195,OSVM,249.0,348.0,2.0,0.001,fan_04,48.0,100.0,0.4166833333333333,0.7155172413793104,0.48,fan
196,OSVM,253.0,348.0,2.0,0.001,fan_04,44.0,100.0,0.43751249999999997,0.7270114942528736,0.44,fan
